polarity,text,text_2,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Topic,Body_Shaming
4,@crosswalk_com.......A heavy project indeed. You're welcome ,crosswalkcomA heavy project indeed Youre welcome ,7831,6,0.6694,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['crosswalkcoma', 'heavi', 'project', 'your', 'welcom']",not body,No
4,@LivitLuvit Your boyfriend posts are my favorite  always crack me up! Even the short and not so sweet ones. Have a great wkend!,LivitLuvit Your boyfriend posts are my favorite  always crack me up Even the short and not so sweet ones Have a great wkend,7832,2,0.7361,"short, like, love, bodi, watch, dark, tall, think, week, that","['livitluvit', 'boyfriend', 'post', 'favorit', 'crack', 'short', 'sweet', 'one', 'great', 'wkend']",body,No
4,Mixing session @Lucas ;) ! Heav heavy heavy ,Mixing session Lucas   Heav heavy heavy ,7833,7,0.6362,"bodi, ugli, short, know, dark, like, love, good, time, get","['mix', 'session', 'luca', 'heav', 'heavi', 'heavi']",not body,No
4,@olivebunny i totally have that body wash. It smells amazing ,olivebunny i totally have that body wash It smells amazing ,7834,0,0.7187,"dark, look, short, skin, bodi, go, miss, work, hair, say","['olivebunni', 'total', 'bodi', 'wash', 'smell', 'amaz']",not body,No
4,"@Brittsta Ew I hate body english, where the dance floor is surrounded w/the railing for creepers to watch at lol. Glad you had fun though ",Brittsta Ew I hate body english where the dance floor is surrounded wthe railing for creepers to watch at lol Glad you had fun though ,7835,3,0.7359,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['brittsta', 'hate', 'bodi', 'english', 'danc', 'floor', 'surround', 'wthe', 'rail', 'creeper', 'watch', 'glad']",body,No
4,@xsethsownstarx really fat sperm??? LOL in context w/ a Happy Bday Lesa - more like balloons but I see what u mean  ,xsethsownstarx really fat sperm LOL in context w a Happy Bday Lesa  more like balloons but I see what u mean  ,7836,7,0.6732,"bodi, ugli, short, know, dark, like, love, good, time, get","['xsethsownstarx', 'sperm', 'context', 'happi', 'bday', 'lesa', 'like', 'balloon', 'mean']",not body,No
4,@TimothyH2O are u eating ferrero rocher?? &amp; now I know why ur bitter haha jk I love me some dark chocolate ,TimothyHO are u eating ferrero rocher amp now I know why ur bitter haha jk I love me some dark chocolate ,7837,3,0.7398,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['timothyho', 'eat', 'ferrero', 'rocher', 'know', 'bitter', 'haha', 'love', 'dark', 'chocol']",body,No
4,"just back from outside, now just being bored.. andy body knows something? ",just back from outside now just being bored andy body knows something ,7838,7,0.6949,"bodi, ugli, short, know, dark, like, love, good, time, get","['outsid', 'bore', 'andi', 'bodi', 'know']",not body,No
4,Well I'm off to the body shop to get my rental and drop off my car. It's time to turn on my 'bitch' mode. ,Well Im off to the body shop to get my rental and drop off my car Its time to turn on my bitch mode ,7839,7,0.7353,"bodi, ugli, short, know, dark, like, love, good, time, get","['bodi', 'shop', 'rental', 'drop', 'time', 'turn', 'bitch', 'mode']",not body,No
4,@msrachelriley I need my fat girl beauty rest  ,msrachelriley I need my fat girl beauty rest  ,7840,6,0.7056,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['msrachelriley', 'need', 'girl', 'beauti', 'rest']",not body,No
4,"@pragmatiste Vanillary layers nicely on top of skin scrubbed with Keep It Fluffy soap, too. ",pragmatiste Vanillary layers nicely on top of skin scrubbed with Keep It Fluffy soap too ,7841,6,0.6976,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['pragmatist', 'vanillari', 'layer', 'nice', 'skin', 'scrub', 'fluffi', 'soap']",not body,No
4,and #followfriday @FusionPhilly - for hiring jesse who made my fat arse run on an incline of 10 @ 6:30am today. it was amazing ,and followfriday FusionPhilly  for hiring jesse who made my fat arse run on an incline of   am today it was amazing ,7842,0,0.6308,"dark, look, short, skin, bodi, go, miss, work, hair, say","['followfriday', 'fusionphilli', 'hire', 'jess', 'ars', 'inclin', 'today', 'amaz']",not body,No
4,@coffeecocktails idk was Skype is so that's a big fat no lol pm it is. pming you now. ,coffeecocktails idk was Skype is so thats a big fat no lol pm it is pming you now ,7843,2,0.562,"short, like, love, bodi, watch, dark, tall, think, week, that","['coffeecocktail', 'skype', 'that', 'pming']",body,No
4,got my hair cut!  It's like short :O,got my hair cut  Its like short O,7844,5,0.6681,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['hair', 'like', 'short']",body,No
4,"@kriciamorris With new camera body and #coldpizza, you'll be great today! Have an excellent trip! ",kriciamorris With new camera body and coldpizza youll be great today Have an excellent trip ,7845,5,0.7338,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['kriciamorri', 'camera', 'bodi', 'coldpizza', 'youll', 'great', 'today', 'excel', 'trip']",body,No
4,"Certain thoughts are prayers, there are moments when, whatever be the attitute of the body, the soul is on its knees ",Certain thoughts are prayers there are moments when whatever be the attitute of the body the soul is on its knees ,7846,4,0.6937,"short, bodi, good, guy, hair, your, mind, thing, life, love","['certain', 'thought', 'prayer', 'moment', 'attitut', 'bodi', 'soul', 'knee']",body,No
4,"for my very short #followfriday, some new tweeps that I have found very interesting  @SDArtJournal @dwellephant @ranchovalencia",for my very short followfriday some new tweeps that I have found very interesting  SDArtJournal dwellephant ranchovalencia,7847,0,0.6017,"dark, look, short, skin, bodi, go, miss, work, hair, say","['short', 'followfriday', 'tweep', 'interest', 'sdartjourn', 'dwelleph', 'ranchovalencia']",not body,No
4,nd thanks you every body for following me  its gives me a good feeling,nd thanks you every body for following me  its gives me a good feeling,7848,6,0.7346,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['thank', 'bodi', 'follow', 'give', 'good', 'feel']",not body,No
4,work till twoo. nice and short shift ,work till twoo nice and short shift ,7849,4,0.7121,"short, bodi, good, guy, hair, your, mind, thing, life, love","['work', 'till', 'twoo', 'nice', 'short', 'shift']",body,No
4,"Just got back from my yearly skin cancer check... I am all good  Always worries me, grandma had skin cancer",Just got back from my yearly skin cancer check I am all good  Always worries me grandma had skin cancer,7850,1,0.7098,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['yearli', 'skin', 'cancer', 'check', 'good', 'worri', 'grandma', 'skin', 'cancer']",body,No
4,@Nin85 You know Finland's summer is short but at least it doesn't snow much. ,Nin You know Finlands summer is short but at least it doesnt snow much ,7851,4,0.6952,"short, bodi, good, guy, hair, your, mind, thing, life, love","['know', 'finland', 'summer', 'short', 'doesnt', 'snow']",body,No
4,Lovely short coffee break with @iankath. Too short. Definitely must get together again soon ,Lovely short coffee break with iankath Too short Definitely must get together again soon ,7852,7,0.7394,"bodi, ugli, short, know, dark, like, love, good, time, get","['love', 'short', 'coffe', 'break', 'iankath', 'short', 'definit', 'soon']",not body,No
4,@DooDuddy well u can simply pick it from my blog  the file will be heavy if i mail it...,DooDuddy well u can simply pick it from my blog  the file will be heavy if i mail it,7853,5,0.6699,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['dooduddi', 'simpli', 'pick', 'blog', 'file', 'heavi', 'mail']",body,No
4,"@talkradiodebate I know, but I AM a perfectionist, lol! Little bit of ego/pride thing reared it's ugly head there ",talkradiodebate I know but I AM a perfectionist lol Little bit of egopride thing reared its ugly head there ,7854,7,0.7263,"bodi, ugli, short, know, dark, like, love, good, time, get","['talkradiodeb', 'know', 'perfectionist', 'littl', 'egoprid', 'thing', 'rear', 'ugli', 'head']",not body,No
4,@BrendaHorton I can empathize &amp; admit to the 'seatbelt sling' on short hops around my island (looks like it's on but it's actually not ,BrendaHorton I can empathize amp admit to the seatbelt sling on short hops around my island looks like its on but its actually not ,7855,4,0.7115,"short, bodi, good, guy, hair, your, mind, thing, life, love","['brendahorton', 'empath', 'admit', 'seatbelt', 'sling', 'short', 'hop', 'island', 'look', 'like', 'actual']",body,No
4,@shaaqT a bï¿½ig fat *shmackeroo* fer yer ,shaaqT a big fat shmackeroo fer yer ,7856,0,0.125,"dark, look, short, skin, bodi, go, miss, work, hair, say","['shaaqt', 'shmackeroo']",not body,No
4,"@yankeefoxtrot I should add that I only like B&amp;W done that way from the IR body, not my regular cameras. ",yankeefoxtrot I should add that I only like BampW done that way from the IR body not my regular cameras ,7857,0,0.6499,"dark, look, short, skin, bodi, go, miss, work, hair, say","['yankeefoxtrot', 'like', 'bampw', 'bodi', 'regular', 'camera']",not body,No
4,My back is killin me. I ono why tho. Haven't been sleepin well. Prolly pushin my body to hard wit no rest. Anyway good night twitterville ,My back is killin me I ono why tho Havent been sleepin well Prolly pushin my body to hard wit no rest Anyway good night twitterville ,7858,3,0.7357,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['killin', 'havent', 'sleepin', 'prolli', 'pushin', 'bodi', 'hard', 'rest', 'good', 'night', 'twittervil']",body,No
4,FWD: Fwd:Send to the 10 prettiest girls or cutest guys you know  or you will turn ugly in 6years if u get 3 back ur drop dead sexy :]  ...,FWD FwdSend to the  prettiest girls or cutest guys you know  or you will turn ugly in years if u get  back ur drop dead sexy   ,7859,7,0.7767,"bodi, ugli, short, know, dark, like, love, good, time, get","['fwdsend', 'prettiest', 'girl', 'cutest', 'guy', 'know', 'turn', 'ugli', 'year', 'drop', 'dead', 'sexi']",not body,No
4,[15] triple shot tall ice soy mocha.  yum. , triple shot tall ice soy mocha  yum ,7860,3,0.6317,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['tripl', 'shoot', 'tall', 'mocha']",body,No
4,"Bedtime. Don't think there'll be any more big, heavy desks to move around tomorrow, and thank goodness for that!  Good night!",Bedtime Dont think therell be any more big heavy desks to move around tomorrow and thank goodness for that  Good night,7861,6,0.7536,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['bedtim', 'dont', 'think', 'therel', 'heavi', 'desk', 'tomorrow', 'thank', 'good', 'good', 'night']",not body,No
4,@ivyclark You have my sympathy  I once tried to skin Sharepoint to W3C standards and to use semantic mark-up. ASP just sucks for that.,ivyclark You have my sympathy  I once tried to skin Sharepoint to WC standards and to use semantic markup ASP just sucks for that,7862,3,0.6735,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['ivyclark', 'sympathi', 'tri', 'skin', 'sharepoint', 'standard', 'semant', 'markup', 'suck']",body,No
4,glowsticks are funnnn is the dark ,glowsticks are funnnn is the dark ,7863,0,0.5621,"dark, look, short, skin, bodi, go, miss, work, hair, say","['glowstick', 'funnnn', 'dark']",not body,No
4,just downloaded Adobe Photoshop 7. May find my pics and remove the fat. ,just downloaded Adobe Photoshop  May find my pics and remove the fat ,7864,4,0.6367,"short, bodi, good, guy, hair, your, mind, thing, life, love","['download', 'adob', 'photoshop', 'pic', 'remov']",body,No
4,Just finished playing the Ocean Course with Blake and Dick. I'm very imperssed I didn't lose my ball in the dark. Flashlights next time ,Just finished playing the Ocean Course with Blake and Dick Im very imperssed I didnt lose my ball in the dark Flashlights next time ,7865,3,0.4879,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['finish', 'play', 'ocean', 'cours', 'blake', 'dick', 'imperss', 'didnt', 'lose', 'ball', 'dark', 'flashlight', 'time']",body,No
4,: Richard &quot;Caveman&quot; Tandy rocked it! Will be uploading those vids &amp; others soon... My eyes feel heavy from tears...good ones. Night all. , Richard quotCavemanquot Tandy rocked it Will be uploading those vids amp others soon My eyes feel heavy from tearsgood ones Night all ,7866,2,0.7644,"short, like, love, bodi, watch, dark, tall, think, week, that","['richard', 'quotcavemanquot', 'tandi', 'rock', 'upload', 'vid', 'soon', 'eye', 'feel', 'heavi', 'tearsgood', 'one', 'night']",body,No
4,Two more weeks bitches... Two short weeks... ,Two more weeks bitches Two short weeks ,7867,2,0.653,"short, like, love, bodi, watch, dark, tall, think, week, that","['week', 'bitch', 'short', 'week']",body,No
4,in a short while I'm going to school ,in a short while Im going to school ,7868,7,0.6593,"bodi, ugli, short, know, dark, like, love, good, time, get","['short', 'go', 'school']",not body,No
4,@HeyKari alright thanks  and do you care if we fuck with the layout a little? the blog part is too skinny.,HeyKari alright thanks  and do you care if we fuck with the layout a little the blog part is too skinny,7869,1,0.4018,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['heykari', 'alright', 'thank', 'care', 'fuck', 'layout', 'littl', 'blog', 'skinni']",body,No
4,"Dear god, please take away my fat from my tummy and give me big boobs  amen.",Dear god please take away my fat from my tummy and give me big boobs  amen,7870,1,0.5262,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['dear', 'away', 'tummi', 'boob', 'amen']",body,No
4,people always say life is short. how can it be? it's the longest thing you ever do in your life!! ,people always say life is short how can it be its the longest thing you ever do in your life ,7871,4,0.6824,"short, bodi, good, guy, hair, your, mind, thing, life, love","['peopl', 'life', 'short', 'longest', 'thing', 'life']",body,No
4,Caught Mr Racoon and his girl skinny dipping in my pool tonight. Ran into the grass and watched me watching them. Cool. ,Caught Mr Racoon and his girl skinny dipping in my pool tonight Ran into the grass and watched me watching them Cool ,7872,3,0.6007,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['catch', 'racoon', 'girl', 'skinni', 'dip', 'pool', 'tonight', 'grass', 'watch', 'watch', 'cool']",body,No
4,@ArtByChrysti It is a completely reasonable fear. Use heavy weights. Don't set up if bad weather is expected. Luck helps too. ,ArtByChrysti It is a completely reasonable fear Use heavy weights Dont set up if bad weather is expected Luck helps too ,7873,3,0.4128,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['artbychrysti', 'complet', 'reason', 'fear', 'heavi', 'weight', 'dont', 'weather', 'expect', 'luck', 'help']",body,No
4,"@leatherzebra Rubbing alcohol will remove permanent marker from skin, fyi if you didn't already know. ",leatherzebra Rubbing alcohol will remove permanent marker from skin fyi if you didnt already know ,7874,4,0.6958,"short, bodi, good, guy, hair, your, mind, thing, life, love","['leatherzebra', 'rub', 'alcohol', 'remov', 'perman', 'marker', 'skin', 'didnt', 'know']",body,No
4,"@_kalamaraki_ akomi na pareis mac ki esi? Come, join the dark side (we have cookies) ",kalamaraki akomi na pareis mac ki esi Come join the dark side we have cookies ,7875,6,0.6934,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['kalamaraki', 'akomi', 'parei', 'come', 'join', 'dark', 'cooki']",not body,No
4,&quot;trying to convince you not to cheat is like trying to convince uncle earl skinny jeans dont make you look skinny if your fat!&quot; lmao!! HM ,quottrying to convince you not to cheat is like trying to convince uncle earl skinny jeans dont make you look skinny if your fatquot lmao HM ,7876,3,0.7486,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['quottri', 'convinc', 'cheat', 'like', 'tri', 'convinc', 'uncl', 'earl', 'skinni', 'jean', 'dont', 'look', 'skinni', 'fatquot', 'lmao']",body,No
4,http://twitpic.com/61gb0 - from: Silence of the Lambs  &quot;It rubs the lotion on it's skin or else it gets the hose again...&quot;,httptwitpiccomgb  from Silence of the Lambs  quotIt rubs the lotion on its skin or else it gets the hose againquot,7877,0,0.6658,"dark, look, short, skin, bodi, go, miss, work, hair, say","['silenc', 'lamb', 'quotit', 'rub', 'lotion', 'skin', 'get', 'hose', 'againquot']",not body,No
4,Tropicana! We recommend for heavy cold and flu.. Says the Editor! ,Tropicana We recommend for heavy cold and flu Says the Editor ,7878,1,0.4677,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['tropicana', 'recommend', 'heavi', 'cold', 'say', 'editor']",body,No
4,"@EstelleDarlings YW @drakkardnoir is on heavy rotation in my ride...that's the only reason why I remember! Not  a groupie, just a big fan ",EstelleDarlings YW drakkardnoir is on heavy rotation in my ridethats the only reason why I remember Not  a groupie just a big fan ,7879,3,0.6697,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['estelledarl', 'drakkardnoir', 'heavi', 'rotat', 'ridethat', 'reason', 'rememb', 'groupi']",body,No
4,@TabithaSnow lolz of course! Makes perfect sense now  I'll save the kissing for another night. Hard to distinguish the two in the dark,TabithaSnow lolz of course Makes perfect sense now  Ill save the kissing for another night Hard to distinguish the two in the dark,7880,3,0.421,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['tabithasnow', 'lolz', 'cours', 'make', 'perfect', 'sens', 'save', 'kiss', 'night', 'hard', 'distinguish', 'dark']",body,No
4,@str33tl0laya North Korea should just get nuked! and it will save us all the trouble of that 4 ft tall man. lol funny !!! ,strtllaya North Korea should just get nuked and it will save us all the trouble of that  ft tall man lol funny  ,7881,2,0.6752,"short, like, love, bodi, watch, dark, tall, think, week, that","['strtllaya', 'north', 'korea', 'nuke', 'save', 'troubl', 'tall', 'funni']",body,No
4,"@J2lulz I love that song. I was listening to that U.G.L.Y you ain't got no aliby, you ugly, yeh yeh you ugly! song before. ",Jlulz I love that song I was listening to that UGLY you aint got no aliby you ugly yeh yeh you ugly song before ,7882,4,0.4773,"short, bodi, good, guy, hair, your, mind, thing, life, love","['jlulz', 'love', 'song', 'listen', 'ugli', 'aint', 'alibi', 'ugli', 'ugli', 'song']",body,No
4,"@decart bring on the cheer! lol  thank you friend! just feeling a little low in the dark hour, but believing for a positive outcome ",decart bring on the cheer lol  thank you friend just feeling a little low in the dark hour but believing for a positive outcome ,7883,6,0.7649,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['decart', 'bring', 'cheer', 'thank', 'friend', 'feel', 'littl', 'dark', 'hour', 'believ', 'posit', 'outcom']",not body,No
4,"In short, thought, #thedecemberists played the best show I've ever heard. Thank you @geekstress and @faekeeper for making me go. ",In short thought thedecemberists played the best show Ive ever heard Thank you geekstress and faekeeper for making me go ,7884,6,0.751,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['short', 'think', 'thedecemberist', 'play', 'best', 'hear', 'thank', 'geekstress', 'faekeep', 'make']",not body,No
4,"@aplusk In the Navy we called it midrats, short for midnight rations ",aplusk In the Navy we called it midrats short for midnight rations ,7885,7,0.6558,"bodi, ugli, short, know, dark, like, love, good, time, get","['aplusk', 'navi', 'call', 'midrat', 'short', 'midnight', 'ration']",not body,No
4,Just realized Race For the Cure is June 7th! All signed up for my Mom's team  We're only $85 short of our goal!,Just realized Race For the Cure is June th All signed up for my Moms team  Were only  short of our goal,7886,3,0.7167,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['realiz', 'race', 'cure', 'june', 'sign', 'mom', 'team', 'short', 'goal']",body,No
4,like omg... dry off in the shower... uugh..  this is the gym but still ur fukin ugly.!  jk everyone beautiful.. it was jus gross.!,like omg dry off in the shower uugh  this is the gym but still ur fukin ugly  jk everyone beautiful it was jus gross,7887,1,0.7173,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['like', 'shower', 'uugh', 'fukin', 'ugli', 'beauti', 'gross']",body,No
4,"@heatherlarson Also, I know a *great* body shop if your Beetle needs TLC - they put door back on mine after I accidentally ripped it off ",heatherlarson Also I know a great body shop if your Beetle needs TLC  they put door back on mine after I accidentally ripped it off ,7888,2,0.7333,"short, like, love, bodi, watch, dark, tall, think, week, that","['heatherlarson', 'know', 'great', 'bodi', 'shop', 'beetl', 'need', 'door', 'accident', 'rip']",body,No
4,"@artoni ...wow.  Here I figured &quot;M&quot; would be horrible.  I imagine that the &quot;i&quot; line would be short though too, should I go to Botcon. ",artoni wow  Here I figured quotMquot would be horrible  I imagine that the quotiquot line would be short though too should I go to Botcon ,7889,1,0.3629,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['artoni', 'figur', 'quotmquot', 'horribl', 'imagin', 'quotiquot', 'line', 'short', 'botcon']",body,No
4,Of saidin and saidar and the light and dark ,Of saidin and saidar and the light and dark ,7890,0,0.6212,"dark, look, short, skin, bodi, go, miss, work, hair, say","['saidin', 'saidar', 'light', 'dark']",not body,No
4,"just had a nice, short chat with my 'favorite' sister in the whole wide world ",just had a nice short chat with my favorite sister in the whole wide world ,7891,1,0.7153,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['nice', 'short', 'chat', 'favorit', 'sister', 'wide', 'world']",body,No
4,@Blessiehere I'm having a fat day today ,Blessiehere Im having a fat day today ,7892,6,0.6341,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['blessieher', 'have', 'today']",not body,No
4,"@Yahtzee27 My sister's husband looks alittle like him, in the face. Oh, and he is tall like him too! ",Yahtzee My sisters husband looks alittle like him in the face Oh and he is tall like him too ,7893,1,0.7232,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['yahtze', 'sister', 'husband', 'look', 'alittl', 'like', 'face', 'tall', 'like']",body,No
4,It was a dark and stormy night...  love it!,It was a dark and stormy night  love it,7894,3,0.6741,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['dark', 'stormi', 'night', 'love']",body,No
4,http://twitpic.com/65xby - awwww.i miss my dance girls  why am i so short?!? haha.,httptwitpiccomxby  awwwwi miss my dance girls  why am i so short haha,7895,2,0.7172,"short, like, love, bodi, watch, dark, tall, think, week, that","['awwwwi', 'miss', 'danc', 'girl', 'short', 'haha']",body,No
4,"I am regretting the intensity of this morning's gym excursion... need some advil, a masseuse &amp; some Dove dark chocolate ",I am regretting the intensity of this mornings gym excursion need some advil a masseuse amp some Dove dark chocolate ,7896,1,0.6996,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['regret', 'intens', 'morn', 'excurs', 'need', 'advil', 'masseus', 'dive', 'dark', 'chocol']",body,No
4,@chelseydee names are hard. I think the skull's name would be Henry. sort of reminds me of the dark times in british royal history ,chelseydee names are hard I think the skulls name would be Henry sort of reminds me of the dark times in british royal history ,7897,2,0.7324,"short, like, love, bodi, watch, dark, tall, think, week, that","['chelseyde', 'name', 'hard', 'think', 'skull', 'henri', 'sort', 'remind', 'dark', 'time', 'british', 'royal', 'histori']",body,No
4,watching a movie and laying on a short couch.  With room to spare ,watching a movie and laying on a short couch  With room to spare ,7898,1,0.718,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['watch', 'movi', 'lay', 'short', 'couch', 'room', 'spare']",body,No
4,couple fries short of a happy meal...thats me! ,couple fries short of a happy mealthats me ,7899,5,0.6909,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['coupl', 'fri', 'short', 'happi', 'mealthat']",body,No
4,So sweet of you to think of me (well facebook reminder did the job) and sending me a short note to share my getting-older-but-wiser day  P,So sweet of you to think of me well facebook reminder did the job and sending me a short note to share my gettingolderbutwiser day  P,7900,7,0.7481,"bodi, ugli, short, know, dark, like, love, good, time, get","['sweet', 'think', 'facebook', 'remind', 'send', 'short', 'note', 'share']",not body,No
4,I think my body is trying to tell me that I'm getting too old to play softball but I just can't say no.  ,I think my body is trying to tell me that Im getting too old to play softball but I just cant say no  ,7901,3,0.3879,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['think', 'bodi', 'tri', 'tell', 'get', 'play', 'softbal']",body,No
4,this boy is so amazing. and he wears colored skinny jeans  what a hotttiiiieee,this boy is so amazing and he wears colored skinny jeans  what a hotttiiiieee,7902,0,0.4889,"dark, look, short, skin, bodi, go, miss, work, hair, say","['amaz', 'wear', 'color', 'skinni', 'jean', 'hotttiiiiee']",not body,No
4,Heard the new version of see u in the dark ,Heard the new version of see u in the dark ,7903,2,0.6631,"short, like, love, bodi, watch, dark, tall, think, week, that","['hear', 'version', 'dark']",body,No
4,@kinkbrain not if you want to tall the hub. ,kinkbrain not if you want to tall the hub ,7904,5,0.6369,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['kinkbrain', 'want', 'tall']",body,No
4,"@evasnee The Walt Mossberg allthingsdigital blog post about the #Pre, windows mobile, android, nokia, iphone was heavy on UX. ",evasnee The Walt Mossberg allthingsdigital blog post about the Pre windows mobile android nokia iphone was heavy on UX ,7905,6,0.3985,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['evasne', 'walt', 'mossberg', 'blog', 'post', 'window', 'mobil', 'android', 'nokia', 'iphon', 'heavi']",not body,No
4,Listening to the classics tonight....some old school always does a body good ,Listening to the classics tonightsome old school always does a body good ,7906,7,0.4359,"bodi, ugli, short, know, dark, like, love, good, time, get","['listen', 'classic', 'tonightsom', 'school', 'bodi', 'good']",not body,No
4,@Bakonslayer lolz it's not my fault that my skin tans instead of burns! i have tan lines on my foot tho! ,Bakonslayer lolz its not my fault that my skin tans instead of burns i have tan lines on my foot tho ,7907,1,0.74,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['bakonslay', 'lolz', 'fault', 'skin', 'tan', 'instead', 'burn', 'line', 'foot']",body,No
4,At the Prodigy concert at the warfield. Things are about to get ugly ,At the Prodigy concert at the warfield Things are about to get ugly ,7908,7,0.6319,"bodi, ugli, short, know, dark, like, love, good, time, get","['prodigi', 'concert', 'warfield', 'thing', 'ugli']",not body,No
4,"@rain_girl aah, your tweet brings back the memories of sharing a single tea with my frds- we r always short of money at month ends.. ",raingirl aah your tweet brings back the memories of sharing a single tea with my frds we r always short of money at month ends ,7909,0,0.4605,"dark, look, short, skin, bodi, go, miss, work, hair, say","['raingirl', 'tweet', 'bring', 'memori', 'share', 'singl', 'frd', 'short', 'money', 'month', 'end']",not body,No
4,"Life is short.  Live every day to the fullest, show your emotions and express your feelings because you really just never know.  ",Life is short  Live every day to the fullest show your emotions and express your feelings because you really just never know  ,7910,4,0.7187,"short, bodi, good, guy, hair, your, mind, thing, life, love","['life', 'short', 'live', 'fullest', 'emot', 'express', 'feel', 'know']",body,No
4,"had a diy home spa! face masque, strawberry and walnut shell body scrub and hot oil hair treatment. feeling so good all over. ",had a diy home spa face masque strawberry and walnut shell body scrub and hot oil hair treatment feeling so good all over ,7911,6,0.5647,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['home', 'face', 'masqu', 'strawberri', 'walnut', 'shell', 'bodi', 'scrub', 'hair', 'treatment', 'feel', 'good']",not body,No
4,"Hey Realtors. Back on market (dog too fat). Awesome Kits pad, fully rainscreened, $289k.http://tinyurl.com/mo4ys5 (no fat dogs plz) ",Hey Realtors Back on market dog too fat Awesome Kits pad fully rainscreened khttptinyurlcommoys no fat dogs plz ,7912,5,0.562,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['realtor', 'market', 'awesom', 'kit', 'fulli', 'rainscreen', 'dog']",body,No
4,"had a diy home spa! face masque, strawberry and walnut shell body scrub and hot oil hair treatment. feeling so good all over. ",had a diy home spa face masque strawberry and walnut shell body scrub and hot oil hair treatment feeling so good all over ,7913,6,0.4216,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['home', 'face', 'masqu', 'strawberri', 'walnut', 'shell', 'bodi', 'scrub', 'hair', 'treatment', 'feel', 'good']",not body,No
4,@MabelleK short notice! aww..oh well! ,MabelleK short notice awwoh well ,7914,6,0.6064,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['mabellek', 'short', 'notic', 'awwoh']",not body,No
4,Table mountain looks amazing. Love it when it's dark like this ,Table mountain looks amazing Love it when its dark like this ,7915,0,0.7186,"dark, look, short, skin, bodi, go, miss, work, hair, say","['tabl', 'mountain', 'look', 'amaz', 'love', 'dark', 'like']",not body,No
4,@katiesusette exactly. No one really needs skin on their toes. ,katiesusette exactly No one really needs skin on their toes ,7916,1,0.6357,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['katiesusett', 'exactli', 'need', 'skin', 'toe']",body,No
4,Kitten crawling up pant legs feels funny. Thankfully it was furry side against skin and not clawing side ,Kitten crawling up pant legs feels funny Thankfully it was furry side against skin and not clawing side ,7917,6,0.7369,"short, love, skin, bodi, dark, heavi, friend, ugli, have, go","['kitten', 'crawl', 'pant', 'leg', 'feel', 'funni', 'thank', 'furri', 'skin', 'claw']",not body,No
