polarity,text,text_2,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text,Topic,Body_Shaming
0,My whole body hurts ,My whole body hurts ,2954,3,0.6214,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['bodi', 'hurt']",body,Yes
0,Haha so I just had dish soap in my mouth  don't even ask long story short some how some soap ended at rim of my cup,Haha so I just had dish soap in my mouth  dont even ask long story short some how some soap ended at rim of my cup,2956,2,0.7349,"short, like, love, bodi, watch, dark, tall, think, week, that","['haha', 'dish', 'soap', 'mouth', 'dont', 'long', 'stori', 'short', 'soap', 'end']",body,Yes
0,@zsbcreations Cool! I can't  My legs are to short. Or to fat! ,zsbcreations Cool I cant  My legs are to short Or to fat ,2958,5,0.66,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['zsbcreation', 'cool', 'leg', 'short']",body,Yes
0,@princesssmarci But I thought it showed how comfortable with my body I was. ,princesssmarci But I thought it showed how comfortable with my body I was ,2959,1,0.6873,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['princesssmarci', 'think', 'show', 'comfort', 'bodi']",body,Yes
0,@paulavaleria haha whoa. 5'9? im barlely 5'5.  why do i have to be asian and soo short? :-/,paulavaleria haha whoa  im barlely   why do i have to be asian and soo short ,2960,4,0.6154,"short, bodi, good, guy, hair, your, mind, thing, life, love","['paulavaleria', 'haha', 'whoa', 'barl', 'asian', 'short']",body,Yes
0,Watcing the dark knight   its almost over..,Watcing the dark knight   its almost over,2961,1,0.6129,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['watc', 'dark', 'knight']",body,Yes
0,yeah kay only bathes every other day... and i think julan does too bc of their excema... our babies and their bad skin!! ,yeah kay only bathes every other day and i think julan does too bc of their excema our babies and their bad skin ,2962,1,0.7216,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['yeah', 'bath', 'think', 'julan', 'excema', 'babi', 'skin']",body,Yes
0,Had to turn down the power on my laptop...and the resulting dark screen has shown me how dirty my screen actually is!! ,Had to turn down the power on my laptopand the resulting dark screen has shown me how dirty my screen actually is ,2963,1,0.7399,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['turn', 'power', 'laptopand', 'result', 'dark', 'screen', 'show', 'dirti', 'screen', 'actual']",body,Yes
0,just found out the fish died.. it's become a dark day. ,just found out the fish died its become a dark day ,2967,4,0.4031,"short, bodi, good, guy, hair, your, mind, thing, life, love","['fish', 'die', 'dark']",body,Yes
0,in shock about David Carradine's death (http://tinyurl.com/ocwmvj) &amp; wondering what is the REAL truth in circumstances; life's so short ,in shock about David Carradines death httptinyurlcomocwmvj amp wondering what is the REAL truth in circumstances lifes so short ,2968,3,0.7157,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['shock', 'david', 'carradin', 'death', 'wonder', 'real', 'truth', 'circumst', 'life', 'short']",body,Yes
0,Omgosh my tattoos r itching I just wanna rip my scalp off my head n my skin from my forearm  http://myloc.me/2EBB,Omgosh my tattoos r itching I just wanna rip my scalp off my head n my skin from my forearm  httpmylocmeEBB,2971,4,0.6736,"short, bodi, good, guy, hair, your, mind, thing, life, love","['omgosh', 'tattoo', 'itch', 'wanna', 'scalp', 'head', 'skin', 'forearm', 'httpmylocmeebb']",body,Yes
0,"Unfortunately, I'm going to bed very soon... DAMN TWITTER!! Why'd you have to cut my night short? ",Unfortunately Im going to bed very soon DAMN TWITTER Whyd you have to cut my night short ,2972,5,0.4708,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['unfortun', 'go', 'soon', 'damn', 'twitter', 'whyd', 'night', 'short']",body,Yes
0,@alicedeane whatt??? well after that can u some pick me up please  otherwise i have to walk and its really dark and cold and i wanna c u,alicedeane whatt well after that can u some pick me up please  otherwise i have to walk and its really dark and cold and i wanna c u,2973,1,0.7217,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['alicedean', 'whatt', 'pick', 'walk', 'dark', 'cold', 'wanna']",body,Yes
0,"just tried a grapefruit, sugar based body scrub for the first time and now i feel like freshly waxed car? ",just tried a grapefruit sugar based body scrub for the first time and now i feel like freshly waxed car ,2974,3,0.7417,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['tri', 'grapefruit', 'sugar', 'base', 'bodi', 'scrub', 'time', 'feel', 'like', 'freshli', 'wax']",body,Yes
0,"i'm so bored and have nothing to do. just went to new school 4 testing. i sucked...  2day: sk8in, maggs house, and hair appt... good luck.",im so bored and have nothing to do just went to new school  testing i sucked  day skin maggs house and hair appt good luck,2979,3,0.4099,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['bore', 'go', 'school', 'test', 'suck', 'skin', 'magg', 'hous', 'hair', 'appt', 'good', 'luck']",body,Yes
0,traveling for next 3 weeks - I will be in way too many time zones for my brain and body to handle ,traveling for next  weeks  I will be in way too many time zones for my brain and body to handle ,2981,3,0.7122,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['travel', 'week', 'time', 'zone', 'brain', 'bodi', 'handl']",body,Yes
0,i still have baby fat ,i still have baby fat ,2982,2,0.5622,"short, like, love, bodi, watch, dark, tall, think, week, that",['babi'],body,Yes
0,@OmnitureCare Hum.. It's pretty short  However thanks a lot for quick support!!!,OmnitureCare Hum Its pretty short  However thanks a lot for quick support,2983,5,0.6915,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['omniturecar', 'pretti', 'short', 'thank', 'quick', 'support']",body,Yes
0,dizzy my laptop is acting up the screen keeps on going dark hope it is not broken ,dizzy my laptop is acting up the screen keeps on going dark hope it is not broken ,2986,2,0.7487,"short, like, love, bodi, watch, dark, tall, think, week, that","['dizzi', 'laptop', 'act', 'screen', 'keep', 'go', 'dark', 'hope', 'break']",body,Yes
0,just finished playing sand volleyball and is dark ,just finished playing sand volleyball and is dark ,2987,3,0.6681,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['finish', 'play', 'sand', 'volleybal', 'dark']",body,Yes
0,Almost $400 short on cc this month. Awesomeness abounds! ,Almost  short on cc this month Awesomeness abounds ,2989,1,0.6597,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['short', 'month', 'awesom', 'abound']",body,Yes
0,work... Too bad my whole body hurts from dance rehearsal  pain,work Too bad my whole body hurts from dance rehearsal  pain,2992,3,0.717,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['work', 'bodi', 'hurt', 'danc', 'rehears', 'pain']",body,Yes
0,Up till 3am with oldest son and the stomach flu!  Got a short break nows he's starting again ,Up till am with oldest son and the stomach flu  Got a short break nows hes starting again ,2993,3,0.7169,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['till', 'oldest', 'stomach', 'short', 'break', 'now', 'start']",body,Yes
0,My hair is so short. ,My hair is so short ,2994,5,0.6198,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['hair', 'short']",body,Yes
0,this headache shit has to stop. i feel like i'm ready to jump out of my own skin ,this headache shit has to stop i feel like im ready to jump out of my own skin ,2995,3,0.7627,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['headach', 'shit', 'stop', 'feel', 'like', 'readi', 'jump', 'skin']",body,Yes
0,@jennhb I'm jealous of your weather! It is raining and dark here in Atlanta ,jennhb Im jealous of your weather It is raining and dark here in Atlanta ,2999,5,0.6954,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['jennhb', 'jealou', 'weather', 'rain', 'dark', 'atlanta']",body,Yes
0,"or short short--- god all the decisions, must crack on with some revision now. booo! ",or short short god all the decisions must crack on with some revision now booo ,3000,2,0.562,"short, like, love, bodi, watch, dark, tall, think, week, that","['short', 'short', 'decis', 'crack', 'revis', 'booo']",body,Yes
0,"Going to youth soon, so tired.. skin failure ",Going to youth soon so tired skin failure ,3002,5,0.7018,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['go', 'youth', 'soon', 'tire', 'skin', 'failur']",body,Yes
0,@nikki_lopez Shall have my phone with me so i'll be popping in at some point. Gonna be heavy rain 2moro so not impressed with that either ,nikkilopez Shall have my phone with me so ill be popping in at some point Gonna be heavy rain moro so not impressed with that either ,3003,3,0.7388,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['nikkilopez', 'shall', 'phone', 'pop', 'point', 'gonna', 'heavi', 'rain', 'moro', 'impress']",body,Yes
0,is experiencing the heavy side of the flu... n its not a cold btw ,is experiencing the heavy side of the flu n its not a cold btw ,3004,1,0.63,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['experi', 'heavi', 'cold']",body,Yes
0,"@LisaSullivan I would step back for a bit, except I'm just returning.  Life is too short, too important, to care about Plaxo/Outlook/Palm.",LisaSullivan I would step back for a bit except Im just returning  Life is too short too important to care about PlaxoOutlookPalm,3006,2,0.7153,"short, like, love, bodi, watch, dark, tall, think, week, that","['lisasullivan', 'step', 'return', 'life', 'short', 'import', 'care']",body,Yes
0,Now im gonna look ugly at the dance! ,Now im gonna look ugly at the dance ,3007,2,0.6993,"short, like, love, bodi, watch, dark, tall, think, week, that","['gonna', 'look', 'ugli', 'danc']",body,Yes
0,Also men with long hair is a turn off  I prefer a dark ceasar and well groomed facial hair. LOL,Also men with long hair is a turn off  I prefer a dark ceasar and well groomed facial hair LOL,3009,3,0.7168,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['long', 'hair', 'turn', 'prefer', 'dark', 'ceasar', 'groom', 'facial', 'hair']",body,Yes
0,@DakotaFanning9 I wish! It was so sad when she died  and it's true what you say bsides they never showed her body in the movie...,DakotaFanning I wish It was so sad when she died  and its true what you say bsides they never showed her body in the movie,3010,1,0.4154,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['dakotafan', 'wish', 'die', 'true', 'bside', 'show', 'bodi', 'movi']",body,Yes
0,Taking Back Sunday was amazing last night! Fun show with the exception that i think my nose is now broken  and my body is sore,Taking Back Sunday was amazing last night Fun show with the exception that i think my nose is now broken  and my body is sore,3011,3,0.7733,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['take', 'sunday', 'amaz', 'night', 'except', 'think', 'nose', 'break', 'bodi', 'sore']",body,Yes
0,another body found ya'll!!! serial killer? i'm scared   http://tinyurl.com/p8dt4d,another body found yall serial killer im scared   httptinyurlcompdtd,3012,2,0.6583,"short, like, love, bodi, watch, dark, tall, think, week, that","['bodi', 'yall', 'serial', 'killer', 'scar']",body,Yes
0,"@fourfrogs Nope, its 4.30 am dark and cold ",fourfrogs Nope its  am dark and cold ,3013,1,0.6221,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['fourfrog', 'nope', 'dark', 'cold']",body,Yes
0,"If Nina were to ever dump me, I'd have a hell of a time working on my revenge bikini body. ",If Nina were to ever dump me Id have a hell of a time working on my revenge bikini body ,3014,1,0.6918,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['nina', 'dump', 'hell', 'time', 'work', 'reveng', 'bikini', 'bodi']",body,Yes
0,@HARAJUKUBUNNY I hit u when I started my day boo.. Ur busy body ass prob looked right over it ,HARAJUKUBUNNY I hit u when I started my day boo Ur busy body ass prob looked right over it ,3015,3,0.7169,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['harajukubunni', 'start', 'busi', 'bodi', 'prob', 'look', 'right']",body,Yes
0,@Deltalynn thanks!!! I'm tired of short tho... Growing it back out again... There's no pleasing me ,Deltalynn thanks Im tired of short tho Growing it back out again Theres no pleasing me ,3017,5,0.7182,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['deltalynn', 'thank', 'tire', 'short', 'grow', 'there', 'pleas']",body,Yes
0,"@kokostasia bah  it's so immature and inconsiderate. I've always had short haircuts, never got used to the comments though. *hugs*",kokostasia bah  its so immature and inconsiderate Ive always had short haircuts never got used to the comments though hugs,3019,5,0.657,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['kokostasia', 'immatur', 'inconsider', 'short', 'haircut', 'comment', 'hug']",body,Yes
0,@CharlotteSpeaks why are you selling your dark room equipment?  Are you going digital? ,CharlotteSpeaks why are you selling your dark room equipment  Are you going digital ,3021,1,0.3864,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['charlottespeak', 'sell', 'dark', 'room', 'equip', 'go', 'digit']",body,Yes
0,very dark outside here in barranquilla  is gonna rain!!,very dark outside here in barranquilla  is gonna rain,3022,1,0.7013,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['dark', 'outsid', 'barranquilla', 'gonna', 'rain']",body,Yes
0,To be a carrot or a lobster?  Right now my skin has chosen lobster ,To be a carrot or a lobster  Right now my skin has chosen lobster ,3024,4,0.6323,"short, bodi, good, guy, hair, your, mind, thing, life, love","['carrot', 'lobster', 'right', 'skin', 'choos', 'lobster']",body,Yes
0,@xratedr Why are you totally old lady status with your body these days? ,xratedr Why are you totally old lady status with your body these days ,3026,5,0.4108,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['xratedr', 'total', 'ladi', 'statu', 'bodi', 'day']",body,Yes
0,My body hurts. ,My body hurts ,3027,3,0.6214,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['bodi', 'hurt']",body,Yes
0,body doesn't want to listen to the priorities my head made ,body doesnt want to listen to the priorities my head made ,3029,5,0.4285,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['bodi', 'doesnt', 'want', 'listen', 'prioriti', 'head']",body,Yes
0,"still in bed, curled up with a book... turning down a party night (  ) because of a heavy stupid 3 days headache! Life is unfair!",still in bed curled up with a book turning down a party night    because of a heavy stupid  days headache Life is unfair,3032,5,0.7775,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['curl', 'book', 'turn', 'parti', 'night', 'heavi', 'stupid', 'day', 'headach', 'life', 'unfair']",body,Yes
0,is celebrating national doughnut day with a big fat krispy kreme! i need it after realising i have failed maths  http://bit.ly/On2cyO,is celebrating national doughnut day with a big fat krispy kreme i need it after realising i have failed maths  httpbitlyOncyO,3034,3,0.6294,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['celebr', 'nation', 'doughnut', 'krispi', 'kreme', 'need', 'realis', 'fail', 'math', 'httpbitlyoncyo']",body,Yes
0,I wish I could gain weight in my ankles. They r so freakishly skinny ,I wish I could gain weight in my ankles They r so freakishly skinny ,3036,3,0.7037,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['wish', 'gain', 'weight', 'ankl', 'freakishli', 'skinni']",body,Yes
0,Keep my mum in your prayers. She's having a section of skin cancer removed and they said they found more. ,Keep my mum in your prayers Shes having a section of skin cancer removed and they said they found more ,3037,1,0.52,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['prayer', 'she', 'have', 'section', 'skin', 'cancer', 'remov', 'say']",body,Yes
0,god is playing some blowing now its a huge storm in brickell!!! ugly ass weather  im scared of the lighting!!,god is playing some blowing now its a huge storm in brickell ugly ass weather  im scared of the lighting,3038,1,0.4871,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['play', 'blow', 'huge', 'storm', 'brickel', 'ugli', 'weather', 'scar', 'light']",body,Yes
0,"~Cheekskt I want to try the body paint thing, but I have to wait until I tone up my stomach. It's a little flabby down there. ",Cheekskt I want to try the body paint thing but I have to wait until I tone up my stomach Its a little flabby down there ,3040,3,0.7617,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['cheekskt', 'want', 'bodi', 'paint', 'thing', 'wait', 'tone', 'stomach', 'littl', 'flabbi']",body,Yes
0,@JayUlrich a substation or something that brings power to Tenderloin and surrounding neighborhoods  I am sitting in the dark by the window,JayUlrich a substation or something that brings power to Tenderloin and surrounding neighborhoods  I am sitting in the dark by the window,3044,3,0.7209,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['jayulrich', 'substat', 'bring', 'power', 'tenderloin', 'surround', 'neighborhood', 'sit', 'dark', 'window']",body,Yes
0,Kellie Pickler on Ellen was awesome! I want my hair like her again but my hair is heavy and flat ,Kellie Pickler on Ellen was awesome I want my hair like her again but my hair is heavy and flat ,3045,5,0.7324,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['kelli', 'pickler', 'ellen', 'awesom', 'want', 'hair', 'like', 'hair', 'heavi', 'flat']",body,Yes
0,OMG! I just went to star filming and it is waaay too dark in here. Damn these bulbs! I'll have to film downstairs later tonight. Urgh ,OMG I just went to star filming and it is waaay too dark in here Damn these bulbs Ill have to film downstairs later tonight Urgh ,3048,5,0.7395,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['go', 'star', 'film', 'waaay', 'dark', 'damn', 'bulb', 'film', 'downstair', 'later', 'tonight', 'urgh']",body,Yes
0,wishes she weren't so fat   @thatpoliticsguy I wanna go to Brizzle tomorrow too  It's a plan,wishes she werent so fat   thatpoliticsguy I wanna go to Brizzle tomorrow too  Its a plan,3049,1,0.7061,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['wish', 'werent', 'thatpoliticsguy', 'wanna', 'brizzl', 'tomorrow', 'plan']",body,Yes
0,"@scissorhandvamp  mine are twisted, dark and involve death. i think i've lost it. :|",scissorhandvamp  mine are twisted dark and involve death i think ive lost it ,3050,2,0.6905,"short, like, love, bodi, watch, dark, tall, think, week, that","['scissorhandvamp', 'twist', 'dark', 'involv', 'death', 'think', 'lose']",body,Yes
0,"Am off. To bed  gnat bite rapidly taking over body , size of small mammal now ouch ..... It hurts ;( night all x x",Am off To bed  gnat bite rapidly taking over body  size of small mammal now ouch  It hurts  night all x x,3051,3,0.7618,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['gnat', 'bite', 'rapidli', 'take', 'bodi', 'size', 'small', 'mammal', 'ouch', 'hurt', 'night']",body,Yes
0,"#sinatra on #appengine is parsing the JSON request body into a crazy Hash that doesn't work, and I can't get the raw request anywhere ",sinatra on appengine is parsing the JSON request body into a crazy Hash that doesnt work and I cant get the raw request anywhere ,3055,1,0.6912,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['sinatra', 'appengin', 'pars', 'json', 'request', 'bodi', 'crazi', 'hash', 'doesnt', 'work', 'request']",body,Yes
0,I feel like I'm coming down with something. My throat and body is sore. I need to lie down  is it 5 yet?!,I feel like Im coming down with something My throat and body is sore I need to lie down  is it  yet,3059,3,0.7474,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['feel', 'like', 'come', 'throat', 'bodi', 'sore', 'need']",body,Yes
0,my body is in the Midwest; my heart in LA  DancesWFilms,my body is in the Midwest my heart in LA  DancesWFilms,3062,3,0.6119,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['bodi', 'midwest', 'heart', 'danceswfilm']",body,Yes
0,Mcdonalds. Quiznos. And Starbucks. I feel fat ,Mcdonalds Quiznos And Starbucks I feel fat ,3063,1,0.5621,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['mcdonald', 'quizno', 'starbuck', 'feel']",body,Yes
0,"The strangest thing, I think, about suburbs, is that all the buildings are short. And there are no trees. ",The strangest thing I think about suburbs is that all the buildings are short And there are no trees ,3066,5,0.5325,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['strangest', 'thing', 'think', 'suburb', 'build', 'short', 'tree']",body,Yes
0,@slagroom I'm 5'9&quot; - but have very little muscle so that weight is a lot of fat.  I'm what they call a skinny-fat person.,slagroom Im quot  but have very little muscle so that weight is a lot of fat  Im what they call a skinnyfat person,3068,1,0.7282,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['slagroom', 'quot', 'littl', 'muscl', 'weight', 'skinnyfat', 'person']",body,Yes
0,@kreacherl except mine are stubby cause im short ,kreacherl except mine are stubby cause im short ,3070,3,0.6092,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['kreacherl', 'stubbi', 'caus', 'short']",body,Yes
0,@SolangeNoir apparently the sun won't arrive here tomorrow either  heavy rain showers predicted for a place that is ordinarily boiling!,SolangeNoir apparently the sun wont arrive here tomorrow either  heavy rain showers predicted for a place that is ordinarily boiling,3071,4,0.7657,"short, bodi, good, guy, hair, your, mind, thing, life, love","['solangenoir', 'appar', 'wont', 'arriv', 'tomorrow', 'heavi', 'rain', 'shower', 'predict', 'place', 'ordinarili', 'boil']",body,Yes
0,My body hates me. I don't feel good ,My body hates me I dont feel good ,3072,4,0.7159,"short, bodi, good, guy, hair, your, mind, thing, life, love","['bodi', 'hat', 'dont', 'feel', 'good']",body,Yes
0,"Today's Tin Drum seems heavy on the curry and light on the coconut milk. Ehh I like it sweet and a bit spicy, not spicy and a bit sweet. ",Todays Tin Drum seems heavy on the curry and light on the coconut milk Ehh I like it sweet and a bit spicy not spicy and a bit sweet ,3073,2,0.4824,"short, like, love, bodi, watch, dark, tall, think, week, that","['today', 'drum', 'heavi', 'curri', 'light', 'coconut', 'milk', 'like', 'sweet', 'spici', 'spici', 'sweet']",body,Yes
0,why do humans need sleep?? seriously if life's too short why waste time by sleeping?? anyway yeah i need some sleep  boring boring boring,why do humans need sleep seriously if lifes too short why waste time by sleeping anyway yeah i need some sleep  boring boring boring,3075,1,0.7632,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['human', 'need', 'sleep', 'serious', 'life', 'short', 'wast', 'time', 'sleep', 'yeah', 'need', 'sleep', 'bore', 'bore', 'bore']",body,Yes
0,ewww!! just turned on bbc1 and saw Arnie's big fat arse on Terminator ,ewww just turned on bbc and saw Arnies big fat arse on Terminator ,3077,3,0.5621,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['ewww', 'turn', 'arni', 'ars', 'termin']",body,Yes
0,"@IFightDragons They never look right on me, because they're always too long for my short, short self ",IFightDragons They never look right on me because theyre always too long for my short short self ,3079,2,0.7387,"short, like, love, bodi, watch, dark, tall, think, week, that","['ifightdragon', 'look', 'right', 'theyr', 'long', 'short', 'short', 'self']",body,Yes
0,is not singing Vamos a la Playa. Boo hoo. Was going to ride my bike there and get in shape. Guess I'll just stay a fat bastard instead!!! ,is not singing Vamos a la Playa Boo hoo Was going to ride my bike there and get in shape Guess Ill just stay a fat bastard instead ,3080,1,0.4891,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['sing', 'vamo', 'playa', 'go', 'ride', 'bike', 'shape', 'guess', 'stay', 'bastard', 'instead']",body,Yes
0,Face time was TOO short! ,Face time was TOO short ,3082,2,0.6615,"short, like, love, bodi, watch, dark, tall, think, week, that","['face', 'time', 'short']",body,Yes
0,A regular order of fries that weighs more than my burger explains everything. I feel fat and lethargic. I'm truly American ,A regular order of fries that weighs more than my burger explains everything I feel fat and lethargic Im truly American ,3083,5,0.6685,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['regular', 'order', 'fri', 'weigh', 'burger', 'explain', 'feel', 'letharg', 'truli', 'american']",body,Yes
0,@GeishaBailiff Cause she said Lily Allen was fat  And I love Lily Allen!,GeishaBailiff Cause she said Lily Allen was fat  And I love Lily Allen,3085,3,0.6761,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['geishabailiff', 'caus', 'say', 'lili', 'allen', 'love', 'lili', 'allen']",body,Yes
0,"@speakforme I know. We should go asap. like when we get back home I wanna buy jeans, too. But I'm too fat for jeans. ",speakforme I know We should go asap like when we get back home I wanna buy jeans too But Im too fat for jeans ,3091,1,0.7058,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['speakform', 'know', 'asap', 'like', 'home', 'wanna', 'jean', 'jean']",body,Yes
0,my skin is dry up in the alps ,my skin is dry up in the alps ,3093,1,0.562,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['skin', 'alp']",body,Yes
0,Just want someone that i can call mine     i am tired of being the sad ugly one ily &lt;('-')&gt;,Just want someone that i can call mine     i am tired of being the sad ugly one ily ltgt,3094,3,0.6743,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['want', 'tire', 'ugli', 'ltgt']",body,Yes
0,"Cut the recording session short 'cause it was going so horribly. Feeling pretty bummed out.  And still have school shit to do, too. ",Cut the recording session short cause it was going so horribly Feeling pretty bummed out  And still have school shit to do too ,3098,1,0.439,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['record', 'session', 'short', 'caus', 'go', 'horribl', 'feel', 'pretti', 'bum', 'school', 'shit']",body,Yes
0,@lousansano No  I am helping film a short video tomorrow. I should have gotten tix though!!! Are you?,lousansano No  I am helping film a short video tomorrow I should have gotten tix though Are you,3101,5,0.736,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['lousansano', 'help', 'film', 'short', 'video', 'tomorrow', 'get']",body,Yes
0,We ended $270 short of our goal  thank you to those who donated!,We ended  short of our goal  thank you to those who donated,3103,3,0.6573,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['end', 'short', 'goal', 'thank', 'donat']",body,Yes
0,"I have to open up the green pig tomorrow  exams next week, double  Can't wait for the stress to be relieved from my body!",I have to open up the green pig tomorrow  exams next week double  Cant wait for the stress to be relieved from my body,3104,1,0.7736,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['open', 'green', 'tomorrow', 'exam', 'week', 'doubl', 'wait', 'stress', 'reliev', 'bodi']",body,Yes
0,Morning vryonee! My eyes r still very heavy. I want to sleep more mum  http://myloc.me/2Ke4,Morning vryonee My eyes r still very heavy I want to sleep more mum  httpmylocmeKe,3108,5,0.4399,"short, tall, hair, think, bodi, like, morn, heavi, skinni, dark","['morn', 'vryone', 'eye', 'heavi', 'want', 'sleep', 'httpmylocmek']",body,Yes
0,Vital Information #2: Space travel will make people ugly  http://tinyurl.com/p3u8n3,Vital Information  Space travel will make people ugly  httptinyurlcompun,3109,1,0.6658,"skin, heavi, feel, skinni, dark, short, jean, rain, bodi, love","['vital', 'inform', 'space', 'travel', 'peopl', 'ugli']",body,Yes
0,"Sittin at da crib n da dark bored, no 1 home but me. What's there 2 do 2 nite besides hittin up downtown lol. ",Sittin at da crib n da dark bored no  home but me Whats there  do  nite besides hittin up downtown lol ,3112,3,0.7197,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['sittin', 'crib', 'dark', 'bore', 'home', 'what', 'nite', 'hittin', 'downtown']",body,Yes
0,my picture is so ugly. ,my picture is so ugly ,3113,3,0.6248,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['pictur', 'ugli']",body,Yes
0,Mcdonalds is supposed to have a short line!! ,Mcdonalds is supposed to have a short line ,3114,4,0.657,"short, bodi, good, guy, hair, your, mind, thing, life, love","['mcdonald', 'suppos', 'short', 'line']",body,Yes
0,@jackalert that's cool. My back is just not holding up today. Mind is willing body is weak. ,jackalert thats cool My back is just not holding up today Mind is willing body is weak ,3115,4,0.4193,"short, bodi, good, guy, hair, your, mind, thing, life, love","['jackalert', 'that', 'cool', 'hold', 'today', 'mind', 'will', 'bodi', 'weak']",body,Yes
0,life is too short ... ,life is too short  ,3116,4,0.6144,"short, bodi, good, guy, hair, your, mind, thing, life, love","['life', 'short']",body,Yes
0,Just got done eating this fat ass whopper. Lol I want another one. ,Just got done eating this fat ass whopper Lol I want another one ,3124,3,0.634,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['eat', 'whopper', 'want']",body,Yes
0,"My body hurts from laying in the feedle position for so long.  I'm tired of being sick, keep me in your prayers!",My body hurts from laying in the feedle position for so long  Im tired of being sick keep me in your prayers,3126,3,0.7374,"bodi, dark, skin, short, hurt, time, heavi, love, night, tweet","['bodi', 'hurt', 'lay', 'feedl', 'posit', 'long', 'tire', 'sick', 'prayer']",body,Yes
